launch_id,mission_id,launch_date,year,quarter,launch_site,country,vehicle,payload_mass_kg,mission_type,success,cost_million_usd,orbit
LCH-0001062,MSN-0001062,2015-05-05,2015,2,Vandenberg SFB,USA,Vulcan Centaur,9764.5,Crewed Mission,True,25.81,GEO
LCH-0001063,MSN-0001063,1974-09-20,1974,3,Satish Dhawan Space Centre,India,Vulcan Centaur,2684.9,Earth Observation,True,5.62,MEO
LCH-0001064,MSN-0001064,1985-05-27,1985,2,Plesetsk Cosmodrome,Russia,Soyuz,2131.7,Science,True,5.31,SSO
LCH-0001065,MSN-0001065,2004-02-08,2004,1,Plesetsk Cosmodrome,Russia,Delta IV,7708.9,Communications,True,10.13,GTO
LCH-0001066,MSN-0001066,2003-06-22,2003,2,Guiana Space Centre,ESA,Delta IV,679.2,Earth Observation,True,1.65,LEO
LCH-0001067,MSN-0001067,2004-07-22,2004,3,Vostochny Cosmodrome,Russia,Soyuz,14608.9,Crewed Mission,True,9.53,LEO
LCH-0001068,MSN-0001068,1995-07-26,1995,3,Satish Dhawan Space Centre,India,Ariane 5,6383.2,Communications,True,7.47,LEO
LCH-0001069,MSN-0001069,2018-05-15,2018,2,Guiana Space Centre,ESA,Long March 7,6759.4,Communications,True,19.4,LEO
LCH-0001070,MSN-0001070,2009-01-24,2009,1,Xichang Satellite Launch Center,China,Falcon 9,3254.3,Communications,True,9.05,SSO
LCH-0001071,MSN-0001071,2012-09-07,2012,3,Satish Dhawan Space Centre,India,Long March 3,3510.2,Science,True,4.3,GEO
LCH-0001072,MSN-0001072,2000-09-24,2000,3,Vandenberg SFB,USA,Soyuz,4646.0,Communications,True,11.09,GTO
LCH-0001073,MSN-0001073,2017-01-06,2017,1,Jiuquan Satellite Launch Center,China,Angara,2172.5,Navigation,True,5.16,LEO
LCH-0001074,MSN-0001074,2000-12-09,2000,4,Tanegashima Space Center,Japan,Atlas V,8414.1,Communications,True,4.63,LEO
LCH-0001075,MSN-0001075,2022-02-24,2022,1,Satish Dhawan Space Centre,India,H-IIA,2221.1,Science,True,3.47,SSO
LCH-0001076,MSN-0001076,2003-02-09,2003,1,Satish Dhawan Space Centre,India,Shavit,7563.1,Communications,True,5.54,GEO
LCH-0001077,MSN-0001077,2004-12-18,2004,4,Cape Canaveral,Italy,PSLV,2849.0,Science,True,6.86,LEO
LCH-0001078,MSN-0001078,2008-01-13,2008,1,Guiana Space Centre,ESA,Soyuz,2101.2,Navigation,True,4.43,LEO
LCH-0001079,MSN-0001079,2024-02-18,2024,1,Vostochny Cosmodrome,Russia,Electron,21268.9,Crewed Mission,True,43.41,LEO
LCH-0001080,MSN-0001080,2008-04-02,2008,2,Baikonur Cosmodrome,Russia,Ariane 6,356.8,Technology Demonstration,True,0.92,LEO
LCH-0001081,MSN-0001081,2009-01-09,2009,1,Cape Canaveral,USA,Other,178.9,Technology Demonstration,True,0.19,LEO
LCH-0001082,MSN-0001082,2007-12-24,2007,4,Vostochny Cosmodrome,Russia,Atlas V,1645.9,Navigation,True,2.37,HEO
LCH-0001083,MSN-0001083,2015-03-07,2015,1,Satish Dhawan Space Centre,India,Ariane 5,2758.5,Earth Observation,True,2.34,SSO
LCH-0001084,MSN-0001084,1963-02-14,1963,1,Kennedy Space Center,France,Angara,7727.3,Communications,False,13.96,MEO
LCH-0001085,MSN-0001085,2011-03-10,2011,1,Xichang Satellite Launch Center,China,PSLV,6605.7,Communications,True,11.1,GEO
LCH-0001086,MSN-0001086,2015-03-06,2015,1,Kennedy Space Center,USA,PSLV,340.2,Communications,True,0.52,MEO
LCH-0001087,MSN-0001087,2024-05-23,2024,2,Cape Canaveral,USA,Vulcan Centaur,2236.6,Earth Observation,True,3.74,LEO
LCH-0001088,MSN-0001088,2007-04-12,2007,2,Cape Canaveral,USA,Shavit,6232.0,Communications,True,15.9,LEO
LCH-0001089,MSN-0001089,1994-10-25,1994,4,Vandenberg SFB,France,Long March 5,604.6,Science,True,0.46,HEO
LCH-0001090,MSN-0001090,2008-03-26,2008,1,Cape Canaveral,USA,PSLV,1070.7,Earth Observation,True,2.08,GEO
LCH-0001091,MSN-0001091,2023-12-28,2023,4,Kennedy Space Center,France,H3,1261.6,Science,True,0.92,GEO
LCH-0001092,MSN-0001092,1984-01-11,1984,1,Tanegashima Space Center,Japan,Atlas V,1580.7,Earth Observation,True,2.47,SSO
LCH-0001093,MSN-0001093,2016-04-18,2016,2,Plesetsk Cosmodrome,Russia,Long March 5,3293.3,Communications,True,6.02,LEO
LCH-0001094,MSN-0001094,2023-11-27,2023,4,Vandenberg SFB,Germany,Proton-M,4121.0,Deep Space,True,7.11,MEO
LCH-0001095,MSN-0001095,2007-07-21,2007,3,Satish Dhawan Space Centre,India,Long March 3,893.3,Technology Demonstration,True,2.07,LEO
LCH-0001096,MSN-0001096,2024-04-13,2024,2,Cape Canaveral,USA,Long March 3,480.8,Science,True,0.48,LEO
LCH-0001097,MSN-0001097,2009-06-04,2009,2,Plesetsk Cosmodrome,Russia,Long March 3,1370.6,Earth Observation,True,2.88,HEO
LCH-0001098,MSN-0001098,2014-05-21,2014,2,Plesetsk Cosmodrome,Russia,Falcon Heavy,19977.3,Space Station,True,59.79,Heliocentric
LCH-0001099,MSN-0001099,2003-11-25,2003,4,Taiyuan Satellite Launch Center,China,GSLV,2188.0,Navigation,True,4.95,SSO
LCH-0001100,MSN-0001100,1976-02-02,1976,1,Cape Canaveral,USA,Ariane 5,3086.2,Deep Space,True,8.16,GEO
LCH-0001101,MSN-0001101,2012-12-01,2012,4,Cape Canaveral,USA,Long March 2,3757.3,Deep Space,True,8.66,SSO
LCH-0001102,MSN-0001102,2012-07-27,2012,3,Plesetsk Cosmodrome,Russia,NURI,930.9,Earth Observation,True,2.16,GEO
LCH-0001103,MSN-0001103,1992-04-23,1992,2,Cape Canaveral,USA,PSLV,985.6,Navigation,False,1.17,LEO
LCH-0001104,MSN-0001104,2008-12-03,2008,4,Plesetsk Cosmodrome,Russia,H-IIA,2112.6,Communications,True,2.02,HEO
LCH-0001105,MSN-0001105,2010-01-25,2010,1,Kennedy Space Center,USA,Electron,5392.6,Communications,True,15.41,SSO
LCH-0001106,MSN-0001106,2023-04-24,2023,2,Kennedy Space Center,USA,Antares,784.6,Technology Demonstration,True,0.74,LEO
LCH-0001107,MSN-0001107,1989-04-09,1989,2,Vandenberg SFB,USA,Vulcan Centaur,4138.3,Communications,True,5.74,LEO
LCH-0001108,MSN-0001108,2006-11-22,2006,4,Vostochny Cosmodrome,Russia,Electron,1942.6,Weather,True,1.73,LEO
LCH-0001109,MSN-0001109,2001-11-26,2001,4,Taiyuan Satellite Launch Center,China,NURI,23278.2,Space Station,True,16.92,SSO
LCH-0001110,MSN-0001110,2003-01-04,2003,1,Satish Dhawan Space Centre,India,PSLV,7991.8,Communications,True,13.33,GEO
LCH-0001111,MSN-0001111,2012-01-11,2012,1,Plesetsk Cosmodrome,Russia,Other,576.6,Science,True,0.77,LEO
LCH-0001112,MSN-0001112,2021-05-06,2021,2,Wenchang Space Launch Site,China,Ariane 5,2833.4,Earth Observation,True,7.15,GEO
LCH-0001113,MSN-0001113,2001-07-16,2001,3,Plesetsk Cosmodrome,Russia,Soyuz,1228.6,Science,True,0.74,LEO
LCH-0001114,MSN-0001114,2022-09-04,2022,3,Palmachim Air Base,Israel,Long March 7,6298.5,Communications,True,12.49,LEO
LCH-0001115,MSN-0001115,1994-10-23,1994,4,Cape Canaveral,USA,PSLV,2815.7,Earth Observation,True,6.96,LEO
LCH-0001116,MSN-0001116,2017-03-26,2017,1,Kennedy Space Center,USA,Long March 3,1269.8,Earth Observation,True,2.73,LEO
LCH-0001117,MSN-0001117,1994-03-08,1994,1,Vandenberg SFB,USA,Vulcan Centaur,1425.1,Earth Observation,True,0.73,LEO
LCH-0001118,MSN-0001118,2007-07-23,2007,3,Cape Canaveral,USA,Vulcan Centaur,1043.2,Earth Observation,True,2.36,HEO
LCH-0001119,MSN-0001119,1981-03-13,1981,1,Satish Dhawan Space Centre,India,Long March 2,2050.0,Earth Observation,True,3.76,SSO
LCH-0001120,MSN-0001120,2023-01-08,2023,1,Plesetsk Cosmodrome,Russia,H3,60.2,Technology Demonstration,True,0.08,LEO
LCH-0001121,MSN-0001121,2015-02-21,2015,1,Tanegashima Space Center,Japan,Soyuz,2035.6,Science,True,2.97,LEO
LCH-0001122,MSN-0001122,1994-11-27,1994,4,Kennedy Space Center,USA,Ariane 6,2009.8,Earth Observation,False,1.91,LEO
LCH-0001123,MSN-0001123,1979-02-12,1979,1,Vostochny Cosmodrome,Russia,NURI,1545.9,Navigation,False,2.01,MEO
LCH-0001124,MSN-0001124,2002-08-21,2002,3,Taiyuan Satellite Launch Center,China,NURI,3309.6,Communications,True,5.17,LEO
LCH-0001125,MSN-0001125,2018-08-17,2018,3,Satish Dhawan Space Centre,India,Long March 3,1135.4,Earth Observation,False,2.8,SSO
LCH-0001126,MSN-0001126,1999-11-03,1999,4,Unknown Launch Site,Other,Antares,113.8,Science,False,0.11,LEO
LCH-0001127,MSN-0001127,2002-01-15,2002,1,Tanegashima Space Center,Japan,Angara,724.8,Technology Demonstration,True,0.82,LEO
LCH-0001128,MSN-0001128,2018-09-09,2018,3,Baikonur Cosmodrome,Russia,Electron,3360.9,Communications,True,4.41,LEO
LCH-0001129,MSN-0001129,1997-01-18,1997,1,Taiyuan Satellite Launch Center,China,Long March 5,2146.5,Science,True,3.39,LEO
LCH-0001130,MSN-0001130,2013-04-27,2013,2,Kennedy Space Center,USA,PSLV,8449.2,Supply/Resupply,True,12.1,GEO
LCH-0001131,MSN-0001131,2011-02-13,2011,1,Kennedy Space Center,USA,PSLV,12031.5,Supply/Resupply,True,18.07,Heliocentric
LCH-0001132,MSN-0001132,2014-12-03,2014,4,Kennedy Space Center,USA,Long March 7,1743.9,Weather,True,2.01,GTO
LCH-0001133,MSN-0001133,2019-04-23,2019,2,Vandenberg SFB,USA,Falcon Heavy,666.6,Navigation,True,1.48,LEO
LCH-0001134,MSN-0001134,1971-07-06,1971,3,Vandenberg SFB,USA,NURI,2229.1,Navigation,True,1.22,LEO
LCH-0001135,MSN-0001135,1992-10-26,1992,4,Vostochny Cosmodrome,Russia,Shavit,1527.4,Earth Observation,True,3.1,LEO
LCH-0001136,MSN-0001136,2003-07-21,2003,3,Guiana Space Centre,ESA,H3,1969.1,Science,True,2.67,LEO
LCH-0001137,MSN-0001137,1983-12-16,1983,4,Vandenberg SFB,USA,Vulcan Centaur,17394.9,Crewed Mission,True,45.76,GEO
LCH-0001138,MSN-0001138,2007-06-03,2007,2,Kennedy Space Center,Italy,Vulcan Centaur,2584.3,Science,True,3.18,MEO
LCH-0001139,MSN-0001139,1968-10-19,1968,4,Kennedy Space Center,USA,Electron,214.6,Technology Demonstration,False,0.41,GEO
LCH-0001140,MSN-0001140,2022-03-13,2022,1,Plesetsk Cosmodrome,Russia,H3,4178.3,Communications,True,4.37,GTO
LCH-0001141,MSN-0001141,1985-03-25,1985,1,Unknown Launch Site,Other,Long March 5,1422.8,Science,False,1.85,GEO
LCH-0001142,MSN-0001142,2020-11-25,2020,4,Vostochny Cosmodrome,Russia,Shavit,1949.4,Earth Observation,True,2.07,LEO
LCH-0001143,MSN-0001143,1993-08-06,1993,3,Vostochny Cosmodrome,Russia,Electron,2140.8,Weather,True,4.73,LEO
LCH-0001144,MSN-0001144,2000-07-14,2000,3,Cape Canaveral,USA,Vulcan Centaur,1835.5,Science,True,3.72,GEO
LCH-0001145,MSN-0001145,2008-07-01,2008,3,Xichang Satellite Launch Center,China,Long March 2,2061.9,Earth Observation,True,1.15,GEO
LCH-0001146,MSN-0001146,1999-09-28,1999,3,Xichang Satellite Launch Center,China,Vulcan Centaur,1806.4,Weather,True,4.17,SSO
LCH-0001147,MSN-0001147,2014-04-11,2014,2,Kennedy Space Center,USA,Antares,2429.4,Navigation,True,5.37,LEO
LCH-0001148,MSN-0001148,1985-08-17,1985,3,Baikonur Cosmodrome,Russia,Shavit,4161.4,Communications,True,11.15,LEO
LCH-0001149,MSN-0001149,2014-02-01,2014,1,Cape Canaveral,UK,Falcon Heavy,2985.1,Communications,True,2.02,GEO
LCH-0001150,MSN-0001150,2014-02-23,2014,1,Vostochny Cosmodrome,Russia,H3,6344.6,Communications,True,10.13,GEO
LCH-0001151,MSN-0001151,2018-12-25,2018,4,Tanegashima Space Center,Japan,Falcon Heavy,1300.6,Earth Observation,True,3.21,LEO
LCH-0001152,MSN-0001152,2016-10-25,2016,4,Cape Canaveral,USA,Delta IV,1243.7,Deep Space,True,1.68,MEO
LCH-0001153,MSN-0001153,1988-02-11,1988,1,Cape Canaveral,UK,Shavit,441.2,Weather,False,0.6,GEO
LCH-0001154,MSN-0001154,2002-05-19,2002,2,Guiana Space Centre,ESA,Proton-M,5815.2,Communications,True,10.49,GEO
LCH-0001155,MSN-0001155,2008-12-10,2008,4,Kennedy Space Center,USA,Angara,5544.7,Military Reconnaissance,True,12.11,GTO
LCH-0001156,MSN-0001156,1981-10-10,1981,4,Cape Canaveral,USA,Long March 5,20943.9,Crewed Mission,True,41.01,LEO
LCH-0001157,MSN-0001157,1998-09-24,1998,3,Vandenberg SFB,USA,PSLV,1140.3,Earth Observation,True,2.24,LEO
LCH-0001158,MSN-0001158,1998-08-21,1998,3,Xichang Satellite Launch Center,China,Electron,1427.3,Science,True,3.91,SSO
LCH-0001159,MSN-0001159,1996-05-07,1996,2,Vandenberg SFB,USA,Soyuz,5493.1,Supply/Resupply,True,7.64,LEO
LCH-0001160,MSN-0001160,2021-12-28,2021,4,Baikonur Cosmodrome,Russia,PSLV,1961.9,Military Reconnaissance,True,4.24,SSO
LCH-0001161,MSN-0001161,1996-02-09,1996,1,Plesetsk Cosmodrome,Russia,GSLV,2066.9,Earth Observation,True,3.34,GTO
LCH-0001162,MSN-0001162,2017-03-23,2017,1,Jiuquan Satellite Launch Center,China,Shavit,2959.3,Communications,True,2.79,SSO
LCH-0001163,MSN-0001163,1992-12-07,1992,4,Vandenberg SFB,Brazil,Atlas V,6142.7,Communications,True,12.07,HEO
LCH-0001164,MSN-0001164,2006-01-11,2006,1,Jiuquan Satellite Launch Center,China,Shavit,2502.7,Navigation,True,1.77,LEO
LCH-0001165,MSN-0001165,1988-08-10,1988,3,Kennedy Space Center,USA,H-IIA,50.0,Science,True,0.12,LEO
LCH-0001166,MSN-0001166,2010-08-01,2010,3,Vandenberg SFB,USA,Proton-M,19634.1,Crewed Mission,True,40.8,MEO
LCH-0001167,MSN-0001167,1993-11-10,1993,4,Baikonur Cosmodrome,Russia,Proton-M,2003.9,Navigation,True,4.14,SSO
LCH-0001168,MSN-0001168,1986-01-11,1986,1,Kennedy Space Center,USA,PSLV,1601.2,Weather,True,3.84,LEO
LCH-0001169,MSN-0001169,2020-06-21,2020,2,Guiana Space Centre,ESA,NURI,2070.6,Earth Observation,True,2.63,GEO
LCH-0001170,MSN-0001170,2003-11-10,2003,4,Cape Canaveral,USA,H3,1991.9,Weather,True,1.77,LEO
LCH-0001171,MSN-0001171,2019-10-22,2019,4,Satish Dhawan Space Centre,India,Electron,636.4,Weather,True,1.56,LEO
LCH-0001172,MSN-0001172,2003-05-12,2003,2,Cape Canaveral,USA,Antares,3765.9,Military Reconnaissance,True,4.85,LEO
LCH-0001173,MSN-0001173,2016-01-25,2016,1,Vandenberg SFB,USA,Long March 5,710.5,Science,True,1.72,LEO
LCH-0001174,MSN-0001174,1988-12-09,1988,4,Kennedy Space Center,USA,Angara,734.4,Technology Demonstration,True,1.82,SSO
LCH-0001175,MSN-0001175,1987-04-20,1987,2,Plesetsk Cosmodrome,Russia,PSLV,1746.9,Science,True,4.99,LEO
LCH-0001176,MSN-0001176,2023-11-13,2023,4,Jiuquan Satellite Launch Center,China,Other,8777.7,Supply/Resupply,True,10.54,GTO
LCH-0001177,MSN-0001177,1978-11-11,1978,4,Wenchang Space Launch Site,China,Proton-M,3486.4,Communications,True,4.57,GEO
LCH-0001178,MSN-0001178,1983-03-19,1983,1,Satish Dhawan Space Centre,India,Angara,5620.0,Communications,True,6.26,GEO
LCH-0001179,MSN-0001179,1991-09-27,1991,3,Jiuquan Satellite Launch Center,China,Angara,1744.4,Weather,False,5.05,GEO
LCH-0001180,MSN-0001180,2015-04-06,2015,2,Baikonur Cosmodrome,Russia,Long March 2,1862.0,Weather,True,1.86,LEO
LCH-0001181,MSN-0001181,2009-01-05,2009,1,Cape Canaveral,Brazil,Delta IV,1748.7,Communications,True,4.87,GEO
LCH-0001182,MSN-0001182,2001-01-17,2001,1,Taiyuan Satellite Launch Center,China,Long March 2,2138.8,Earth Observation,True,4.46,SSO
LCH-0001183,MSN-0001183,2024-02-18,2024,1,Guiana Space Centre,ESA,Electron,2019.4,Science,True,4.81,SSO
LCH-0001184,MSN-0001184,1992-08-24,1992,3,Satish Dhawan Space Centre,India,Antares,1718.0,Navigation,True,2.81,GEO
LCH-0001185,MSN-0001185,2023-01-13,2023,1,Satish Dhawan Space Centre,India,H-IIA,287.4,Technology Demonstration,True,0.45,LEO
LCH-0001186,MSN-0001186,2012-06-18,2012,2,Cape Canaveral,USA,Ariane 5,3605.6,Communications,True,10.14,GEO
LCH-0001187,MSN-0001187,2008-04-25,2008,2,Kennedy Space Center,Germany,Antares,528.8,Technology Demonstration,True,1.29,LEO
LCH-0001188,MSN-0001188,1995-06-08,1995,2,Jiuquan Satellite Launch Center,China,NURI,8419.1,Supply/Resupply,True,25.07,LEO
LCH-0001189,MSN-0001189,2016-01-05,2016,1,Vandenberg SFB,USA,Ariane 5,4429.9,Military Reconnaissance,True,4.52,LEO
LCH-0001190,MSN-0001190,1987-07-19,1987,3,Cape Canaveral,USA,Delta IV,1941.7,Navigation,True,4.49,LEO
LCH-0001191,MSN-0001191,1980-08-24,1980,3,Cape Canaveral,USA,H3,1717.6,Weather,True,4.29,LEO
LCH-0001192,MSN-0001192,1979-08-01,1979,3,Baikonur Cosmodrome,Russia,Falcon 9,4939.6,Communications,True,6.85,LEO
LCH-0001193,MSN-0001193,2001-11-10,2001,4,Al Anbar,UAE,Soyuz,4858.3,Deep Space,True,2.62,Lunar
LCH-0001194,MSN-0001194,2021-01-05,2021,1,Kennedy Space Center,Italy,Soyuz,718.1,Technology Demonstration,True,0.61,LEO
LCH-0001195,MSN-0001195,2009-04-28,2009,2,Baikonur Cosmodrome,Russia,NURI,398.8,Earth Observation,True,1.13,LEO
LCH-0001196,MSN-0001196,2018-03-12,2018,1,Kennedy Space Center,Italy,Delta IV,573.3,Weather,True,0.73,SSO
LCH-0001197,MSN-0001197,1992-06-01,1992,2,Xichang Satellite Launch Center,China,Falcon 9,4404.2,Military Reconnaissance,False,2.71,LEO
LCH-0001198,MSN-0001198,2006-03-04,2006,1,Vostochny Cosmodrome,Russia,Falcon 9,1647.3,Science,True,4.89,LEO
LCH-0001199,MSN-0001199,2024-09-15,2024,3,Kennedy Space Center,USA,Antares,2011.1,Navigation,True,1.65,SSO
LCH-0001200,MSN-0001200,2010-12-04,2010,4,Jiuquan Satellite Launch Center,China,Ariane 6,4929.2,Communications,True,4.02,GEO
LCH-0001201,MSN-0001201,1982-11-03,1982,4,Wenchang Space Launch Site,China,Delta IV,13607.6,Crewed Mission,True,13.08,MEO
LCH-0001202,MSN-0001202,2024-11-19,2024,4,Taiyuan Satellite Launch Center,China,PSLV,7706.7,Communications,False,18.49,GEO
LCH-0001203,MSN-0001203,2012-10-24,2012,4,Cape Canaveral,USA,Falcon Heavy,2348.0,Navigation,True,1.26,MEO
LCH-0001204,MSN-0001204,1990-07-11,1990,3,Jiuquan Satellite Launch Center,China,Falcon 9,982.2,Deep Space,True,0.95,GEO
LCH-0001205,MSN-0001205,2000-04-15,2000,2,Cape Canaveral,France,H3,4927.1,Supply/Resupply,True,6.62,LEO
LCH-0001206,MSN-0001206,2018-08-25,2018,3,Cape Canaveral,Germany,GSLV,6219.7,Communications,True,14.98,LEO
LCH-0001207,MSN-0001207,2001-01-18,2001,1,Vandenberg SFB,USA,Antares,2129.9,Weather,True,2.64,LEO
LCH-0001208,MSN-0001208,2001-02-28,2001,1,Cape Canaveral,France,PSLV,4413.0,Communications,True,3.77,LEO
LCH-0001209,MSN-0001209,1987-12-12,1987,4,Guiana Space Centre,ESA,PSLV,1773.7,Weather,True,3.28,GEO
LCH-0001210,MSN-0001210,1984-03-04,1984,1,Guiana Space Centre,ESA,NURI,32935.4,Space Station,True,85.9,LEO
LCH-0001211,MSN-0001211,2023-10-14,2023,4,Satish Dhawan Space Centre,India,Vulcan Centaur,3386.9,Earth Observation,True,9.26,LEO
LCH-0001212,MSN-0001212,2022-01-03,2022,1,Plesetsk Cosmodrome,Russia,Proton-M,1003.6,Earth Observation,True,2.82,MEO
LCH-0001213,MSN-0001213,1973-07-05,1973,3,Jiuquan Satellite Launch Center,China,Antares,10859.9,Supply/Resupply,False,16.05,GEO
LCH-0001214,MSN-0001214,2009-04-27,2009,2,Kennedy Space Center,USA,Long March 3,9522.4,Communications,False,8.1,LEO
LCH-0001215,MSN-0001215,2009-11-05,2009,4,Plesetsk Cosmodrome,Russia,Vulcan Centaur,261.9,Technology Demonstration,True,0.47,LEO
LCH-0001216,MSN-0001216,2009-04-22,2009,2,Wenchang Space Launch Site,China,Ariane 5,453.5,Weather,True,0.4,LEO
LCH-0001217,MSN-0001217,2014-05-02,2014,2,Cape Canaveral,Germany,Long March 5,1176.0,Weather,True,3.16,SSO
LCH-0001218,MSN-0001218,2016-04-17,2016,2,Guiana Space Centre,ESA,Delta IV,1901.7,Weather,True,2.1,LEO
LCH-0001219,MSN-0001219,2013-07-14,2013,3,Tanegashima Space Center,Japan,Falcon Heavy,2429.5,Navigation,True,6.71,GEO
LCH-0001220,MSN-0001220,2012-05-12,2012,2,Wenchang Space Launch Site,China,Atlas V,3784.6,Communications,True,4.19,LEO
LCH-0001221,MSN-0001221,2012-02-25,2012,1,Baikonur Cosmodrome,Russia,Other,889.0,Science,True,0.54,GEO
LCH-0001222,MSN-0001222,2011-02-19,2011,1,Cape Canaveral,USA,Delta IV,1797.0,Deep Space,True,3.5,LEO
LCH-0001223,MSN-0001223,2018-12-24,2018,4,Guiana Space Centre,ESA,Falcon Heavy,2217.7,Science,True,6.32,LEO
LCH-0001224,MSN-0001224,2016-11-01,2016,4,Tanegashima Space Center,Japan,Vulcan Centaur,90.3,Science,True,0.07,GEO
LCH-0001225,MSN-0001225,2015-05-12,2015,2,Palmachim Air Base,Israel,NURI,18729.2,Crewed Mission,True,24.56,LEO
LCH-0001226,MSN-0001226,2016-03-07,2016,1,Guiana Space Centre,ESA,GSLV,1687.5,Science,True,3.97,MEO
LCH-0001227,MSN-0001227,1985-08-28,1985,3,Satish Dhawan Space Centre,India,Atlas V,589.3,Weather,False,0.76,LEO
LCH-0001228,MSN-0001228,1977-07-11,1977,3,Kennedy Space Center,USA,H3,1807.9,Military Reconnaissance,True,1.82,GEO
LCH-0001229,MSN-0001229,1996-08-12,1996,3,Kennedy Space Center,France,Electron,1828.3,Navigation,True,4.37,GTO
LCH-0001230,MSN-0001230,2013-04-03,2013,2,Wenchang Space Launch Site,China,Atlas V,5872.6,Communications,True,15.45,MEO
LCH-0001231,MSN-0001231,1997-03-13,1997,1,Cape Canaveral,USA,Delta IV,4647.9,Communications,True,8.95,SSO
LCH-0001232,MSN-0001232,2002-01-08,2002,1,Kennedy Space Center,USA,GSLV,3699.9,Space Station,False,6.42,LEO
LCH-0001233,MSN-0001233,1990-04-15,1990,2,Tanegashima Space Center,Japan,Shavit,24102.1,Space Station,False,62.54,SSO
LCH-0001234,MSN-0001234,2008-07-06,2008,3,Plesetsk Cosmodrome,Russia,PSLV,2397.9,Science,True,5.68,GEO
LCH-0001235,MSN-0001235,2017-05-14,2017,2,Guiana Space Centre,ESA,Long March 3,25222.1,Space Station,True,73.02,LEO
LCH-0001236,MSN-0001236,2024-04-26,2024,2,Kennedy Space Center,USA,GSLV,2505.0,Deep Space,True,5.69,GEO
LCH-0001237,MSN-0001237,2018-04-24,2018,2,Jiuquan Satellite Launch Center,China,Long March 3,876.7,Earth Observation,False,1.03,MEO
LCH-0001238,MSN-0001238,2001-10-14,2001,4,Tanegashima Space Center,Japan,Atlas V,1196.8,Navigation,True,2.27,GTO
LCH-0001239,MSN-0001239,2020-03-03,2020,1,Cape Canaveral,USA,NURI,6543.1,Communications,True,3.72,LEO
LCH-0001240,MSN-0001240,2016-03-13,2016,1,Jiuquan Satellite Launch Center,China,Vulcan Centaur,1819.6,Navigation,True,2.41,GEO
LCH-0001241,MSN-0001241,2023-03-25,2023,1,Wenchang Space Launch Site,China,GSLV,593.4,Military Reconnaissance,False,1.35,Heliocentric
LCH-0001242,MSN-0001242,2024-10-03,2024,4,Plesetsk Cosmodrome,Russia,PSLV,672.3,Earth Observation,True,0.75,LEO
LCH-0001243,MSN-0001243,1985-03-01,1985,1,Taiyuan Satellite Launch Center,China,Shavit,1140.0,Weather,True,2.21,HEO
LCH-0001244,MSN-0001244,2000-12-16,2000,4,Al Anbar,UAE,Antares,3220.2,Communications,True,4.47,SSO
LCH-0001245,MSN-0001245,2005-03-09,2005,1,Guiana Space Centre,ESA,Long March 5,2285.4,Military Reconnaissance,True,5.44,LEO
LCH-0001246,MSN-0001246,2009-09-02,2009,3,Jiuquan Satellite Launch Center,China,NURI,2429.1,Earth Observation,True,1.24,LEO
LCH-0001247,MSN-0001247,2021-10-12,2021,4,Plesetsk Cosmodrome,Russia,Atlas V,1920.0,Earth Observation,True,5.64,GTO
LCH-0001248,MSN-0001248,1983-06-19,1983,2,Cape Canaveral,USA,Electron,887.0,Technology Demonstration,True,1.57,SSO
LCH-0001249,MSN-0001249,2010-09-26,2010,3,Tanegashima Space Center,Japan,Delta IV,1749.1,Navigation,True,3.45,SSO
LCH-0001250,MSN-0001250,1986-03-20,1986,1,Vandenberg SFB,USA,Long March 2,2114.8,Earth Observation,False,5.45,HEO
LCH-0001251,MSN-0001251,2012-02-11,2012,1,Satish Dhawan Space Centre,India,Soyuz,8244.4,Supply/Resupply,True,4.98,LEO
LCH-0001252,MSN-0001252,2004-11-23,2004,4,Vandenberg SFB,USA,H-IIA,34725.3,Space Station,True,74.21,LEO
LCH-0001253,MSN-0001253,2013-09-13,2013,3,Cape Canaveral,UK,GSLV,1701.3,Science,True,4.87,GEO
LCH-0001254,MSN-0001254,1976-01-16,1976,1,Vostochny Cosmodrome,Russia,Delta IV,2422.7,Navigation,True,3.06,LEO
LCH-0001255,MSN-0001255,2016-12-02,2016,4,Unknown Launch Site,Other,PSLV,1282.0,Weather,True,2.7,SSO
LCH-0001256,MSN-0001256,1971-05-13,1971,2,Guiana Space Centre,ESA,Vulcan Centaur,2159.9,Science,True,5.07,LEO
LCH-0001257,MSN-0001257,1998-12-02,1998,4,Jiuquan Satellite Launch Center,China,Vulcan Centaur,3106.3,Earth Observation,True,7.1,LEO
